name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database,super_class,class,sub_class
M311T289_POS,311.12336054815,289.104095458984,mz311.123682386853rt274.664406,1,2,gamma-Glutamyltyrosine,NA,HMDB0011741,NA,MONA_14886,(M+H)+,0.2597729,0.999946,NA,NA,HCD (NCE 20-30-40%),0.7335173,0.8334281,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M311T540_POS,311.138866078034,539.658843994141,mz311.138968586193rt541.654146,1,2,.beta.-Estradiol,50-28-2,HMDB0000151,C00951,NO02841,(M+K)+,4.578535,0.9833695,NA,NA,40,0.4905459,0.6753547,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
M311T630_POS,311.159608080639,629.960510253906,mz311.159790039063rt643.59156,1,2,Tetramethylpyrazine,1124-11-4,HMDB0036584,NA,M1655,(2M+K)+,8.524902,0.9435186,NA,NA,20,0.5352124,0.6883272,metlinDatabase0.0.1,Organoheterocyclic compounds,Diazines,Pyrazines
M311T686_POS,311.196160668399,685.798889160156,mz311.201451789743rt706.50636,1,2,Cannabinol,521-35-7,NA,C07580,NO03925,(M+H)+,2.129474,0.9963788,NA,NA,15,0.4908844,0.6804448,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans
M312T347_2_POS,312.129754750474,346.757080078125,mz312.130021844804rt333.745938,1,2,"N2,N2-Dimethylguanosine",NA,HMDB0004824,NA,MONA_15093,(M+H)+,0.616998,0.9996955,NA,NA,HCD (NCE 20-30-40%),0.7467267,0.84159,monaDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA
M313T320_NEG,313.056357363579,319.51579284668,mz313.056121826172rt351.09654,1,2,Salicylic acid .beta.-D-O-glucuronide,7695-70-7,NA,NA,NO04030,(M-H)-,0.9454346,0.9992852,NA,NA,40,0.654464,0.7837719,orbitrapDatabase0.0.1,NA,NA,NA
M313T581_POS,313.219463821212,581.3935546875,mz313.220162432377rt587.794926,1,2,Ethisterone,434-03-7,HMDB0060580,C14487,NO03996,(M+H)+,9.906081,0.924498,NA,NA,15,0.6119538,0.7291579,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
M313T601_NEG,313.118906624132,601.152954101562,mz313.119082335937rt629.57664,1,2,SPA-9C (TENTATIVE),NA,NA,NA,MONA_11755,(M-H)-,18.96883,0.7498717,NA,NA,60 NCE,0.5290588,0.6118636,monaDatabase0.0.1,NA,NA,NA
M313T667_POS,313.215894685698,666.567687988281,mz313.216217041016rt674.25084,1,2,Dydrogesterone,152-62-5,HMDB0014522,D01217,shen_3589_HMDB14522,(M+H)+,0.03274746,0.9999991,NA,NA,Unknown_1,0.7570315,0.8481443,hmdbDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
M313T802_POS,313.273309274298,801.651550292969,mz313.273560505882rt778.35828,1,2,MG(16:0),542-44-9,HMDB0011564,NA,n01542,(M+H-H2O)+,0.3737353,0.9998883,NA,NA,20,0.6189217,0.7617842,nistDatabase0.0.1,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols
M313T816_POS,313.142904543216,815.646362304688,mz313.14322294831rt840.92844,1,2,Benzyl-butyl-phthalate,85-68-7,NA,C14211,MassBank_2134,(M+H)+,0.5926292,0.9997191,NA,NA,60 (nominal),0.5100847,0.6936976,massbankDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M314T370_POS,314.159418280354,369.642486572266,mz314.159735603008rt345.806322,1,2,1-naphthalenyl(1-propyl-1H-indol-3-yl)-methanone,209414-06-2,NA,NA,NO04023,(M+H)+,14.33901,0.8483299,NA,NA,15,0.4945476,0.627216,orbitrapDatabase0.0.1,NA,NA,NA
M315T627_POS,315.23166978635,627.012634277344,mz315.231741509932rt634.67394,1,1,Retinol (Vitamin A),NA,HMDB0000305,C00473,RPLC_382,(M+HCOO+2H)+,0.9162748,0.9993286,10.67394,0.9929918,NCE50,0.4379981,0.7170791,msDatabase_rplc0.0.1,Lipids and lipid-like molecules,Prenol lipids,Retinoids
M315T701_POS,315.231437318669,700.825927734375,mz315.232663421078rt665.62506,1,2,"7,8-Dehydropregnenolone",1158830-87-5,NA,NA,NO04062,(M+H)+,1.908553,0.9970902,NA,NA,15,0.7570656,0.8470748,orbitrapDatabase0.0.1,NA,NA,NA
M315T780_POS,315.231480148097,779.853088378906,mz315.232937118371rt731.96076,1,2,Tetrahydrocorticosterone,68-42-8,HMDB0000268,C05476,S0356,(M+H-2H2O)+,2.817796,0.9936682,NA,NA,40,0.7505428,0.8417148,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M315T866_POS,315.192651636215,866.031982421875,mz315.192910265332rt886.4151,1,2,Pergolide,66104-22-1,HMDB0015317,C07425,M0130,(M+H)+,9.775663,0.9263984,NA,NA,20,0.6760945,0.7699585,metlinDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Indoloquinolines
M316T377_POS,316.175097571988,377.209655761719,mz316.175541433826rt382.273218,1,2,Dihydroethidium,104821-25-2,NA,NA,NO04096,(M+H)+,13.14642,0.87087,NA,NA,15,0.5624426,0.6781029,orbitrapDatabase0.0.1,NA,NA,NA
M316T476_POS,316.128883905269,476.01844519043,mz316.130264216886rt472.338294,1,2,Glu-Trp,38101-59-6,HMDB0028830,NA,NO04399,(M+H-H2O)+,2.660542,0.9943532,NA,NA,40,0.5329679,0.7059874,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M316T670_POS,316.247725990828,669.847412109375,mz316.24816117265rt708.07584,1,2,Decanoyl-L-Carnitine,NA,HMDB0062631,C03299,MONA_18527,(M+H)+,0.2434084,0.9999526,NA,NA,40,0.7045511,0.8153267,monaDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
M317T635_POS,317.210687781892,634.830139160156,mz317.211875654766rt654.64536,1,2,"15-deoxy-delta-12,14-PGJ2",87893-55-8,HMDB0005079,C14717,M0585,(M+H)+,1.9391370000000001,0.9969963,NA,NA,20,0.6157988,0.7587479,metlinDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
M317T642_POS,317.247082073929,642.215026855469,mz317.247344970703rt666.37182,1,2,Pregnenolone,145-13-1,HMDB0000253,C01953,S0330,(M+H)+,0.4625732,0.9998288,NA,NA,20,0.7465143,0.8415072,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
M317T673_POS,317.247194464672,673.283996582031,mz317.247469732603rt731.63844,1,2,"5alpha-pregnane-3,20-dione",566-65-4,HMDB0003759,C03681,M1303,(M+H)+,0.07566849,0.9999954,NA,NA,20,0.7693677,0.8558531,metlinDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
M318T643_POS,318.132761344997,643.072845458984,mz318.133347192536rt659.69934,1,2,"(E,E)-Trichostachine",25924-78-1,HMDB0029374,C10174,shen_4604_HMDB29374,(M+HCOO+2H)+,0.7405562,0.9995614,NA,NA,Unknown_1,0.5882376,0.742484,hmdbDatabase0.0.1,Organoheterocyclic compounds,Benzodioxoles,NA
M318T778_1_POS,318.2998369207,777.740844726562,mz318.300089642544rt809.19816,1,2,Phytosphingosine,554-62-1,HMDB0004610,C12144,L0377,(M+H)+,0.5008936,0.9997993,NA,NA,40,0.8154513,0.8845818,nistDatabase0.0.1,Organic nitrogen compounds,Organonitrogen compounds,Amines
M319T435_2_POS,319.164852762837,434.798294067383,mz319.165217953111rt425.036226,1,2,Exemestane,107868-30-4,HMDB0015125,C08162,shen_4168_HMDB15125,(M+Na)+,4.280147,0.9854511,NA,NA,Unknown_3,0.5418067,0.7081734,hmdbDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
M319T534_POS,319.189946674965,533.791687011719,mz319.190307546529rt535.289664,1,2,Ubiquinone (Q2),606-06-4,HMDB0006709,NA,L0222,(M+H)+,0.2561337,0.9999475,NA,NA,10,0.5758922,0.7349129,nistDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids
M319T643_2_POS,319.102626365667,642.687072753906,mz319.102935791016rt662.91708,1,2,Chlorpromazine,50-53-3,HMDB0014620,C06906,n01482,(M+H)+,0.2855225,0.9999348,NA,NA,40,0.7457,0.8410381,nistDatabase0.0.1,Organoheterocyclic compounds,Benzothiazines,Phenothiazines
M319T770_POS,319.226209346478,770.252075195312,mz319.226623535156rt791.76954,1,2,Isosteviol,27975-19-5,NA,NA,NO04166,(M+H)+,0.4411621,0.9998443,NA,NA,15,0.7174128,0.8233246,orbitrapDatabase0.0.1,NA,NA,NA
M323T792_POS,323.158833187026,791.966430664062,mz323.159560741122rt809.03544,1,2,"Propanediamide, N1-(5-chloro-2-hydroxyphenyl)-N3-octyl-",1298023-69-4,NA,NA,NO04595,(M+H-H2O)+,18.65185,0.7570596,NA,NA,20,0.4228213,0.5481607,orbitrapDatabase0.0.1,NA,NA,NA
M324T346_POS,324.143766682281,346.204315185547,mz324.145092878358rt339.712698,1,2,Rucaparib,283173-50-2,NA,D10079,NO04287,(M+H)+,14.0178,0.8545339,NA,NA,5,0.5042292,0.6355935,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indoles
M325T466_POS,325.061318037005,466.230407714844,mz325.056420809762rt413.548776,1,2,Cyazofamid,120116-88-3,NA,C18573,NO04310,(M+H)+,10.80202,0.9108774,NA,NA,5,0.5350811,0.6760047,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Azoles,Imidazoles
M325T904_POS,325.162122412323,904.351440429688,mz325.16349664194rt899.56182,1,2,Citalopram,59729-33-8,HMDB0005038,C07572,shen_3130_HMDB05038,(M+H)+,18.98717,0.7494542,NA,NA,Unknown_8,0.6499184,0.6872443,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Phenylbutylamines
M326T272_NEG,326.087665394162,271.837738037109,mz326.08772306736rt239.326824,1,2,p-Acetamidophenyl .beta.-D-glucuronide,16110-10-4,NA,NA,NO04342,(M-H)-,0.9423316,0.9992899,NA,NA,35,0.8496114,0.9057408,orbitrapDatabase0.0.1,NA,NA,NA
M326T337_POS,326.15935401089,336.651489257812,mz326.160952374336rt315.161886,1,2,Monocrotaline,315-22-0,NA,C10350,MONA_18706,(M+H)+,2.787296,0.9938041,NA,NA,10 % (nominal),0.4554251,0.6573172,monaDatabase0.0.1,Organoheterocyclic compounds,Pyrrolizines,NA
M327T135_POS,327.129454149435,134.707939147949,mz327.130774373956rt122.776014,1,2,(S)-Dibutyl 3-hydroxybutyl phosphate,89197-69-3,NA,NA,NO03103,(M-H+2Na)+,0.3140651,0.9999211,NA,NA,25,0.4751822,0.6719593,orbitrapDatabase0.0.1,NA,NA,NA
M327T724_POS,327.007614863751,723.904846191406,mz327.007995605469rt745.31424,1,2,Tris(1-chloro-2-propyl)phosphate,98112-32-4,NA,NA,MassBank_901,(M+H)+,0.3359863,0.9999097,NA,NA,35  (nominal),0.7162479,0.8226211,massbankDatabase0.0.1,NA,NA,NA
M327T783_POS,327.077590904014,782.963989257812,mz327.077803261791rt807.09642,1,2,Triphenyl phosphate (TPP),115-86-6,NA,C14235,MassBank_2170,(M+H)+,0.7418455,0.9995598,NA,NA,30 (nominal),0.754618,0.8464712,massbankDatabase0.0.1,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
M328T165_POS,328.102110165661,164.896850585938,mz328.102600282315rt214.443378,1,2,Acetaminophen glucuronide,NA,HMDB0010316,NA,MONA_14674,(M+H)+,0.2905542,0.9999325,NA,NA,HCD (NCE 20-30-40%),0.7945288,0.8715552,monaDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M329T354_POS,329.15253559636,354.108459472656,mz329.152673182437rt342.061308,1,2,Tiapride,51012-32-9,HMDB0042039,D08590,MONA_952,(M+H)+,0.7626639,0.9995348,NA,NA,45 (nominal),0.762355,0.8512974,monaDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzenesulfonyl compounds
M329T606_POS,329.158972151956,605.629760742188,mz329.159457447326rt610.94496,1,2,Artemisinin,63968-64-9,NA,NA,NO03076,(M+HCOO+2H)+,0.1063817,0.9999909,NA,NA,45,0.4002158,0.6251315,orbitrapDatabase0.0.1,NA,NA,NA
M329T619_POS,329.210648307228,618.620544433594,mz329.210994653148rt646.06494,1,2,Tetrahydrocortisone,19483,HMDB0000903,C05470,M0151,(M+H-2H2O)+,0.2633671,0.9999445,NA,NA,30,0.6178102,0.7611106,metlinDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M330T281_POS,330.059418918715,281.493225097656,mz330.059607839176rt265.777884,1,2,cAMP,60-92-4,HMDB0000058,C00575,MONA_18378,(M+H)+,0.5297371,0.9997755,NA,NA,40,0.760359,0.8501402,monaDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides
M331T584_POS,331.230345805976,583.972869873047,mz331.226623535156rt630.74118,1,2,11beta-Hydroxyprogesterone,600-57-7,HMDB04031(),C05498,L0363,(M+H)+,0.4161621,0.9998615,NA,NA,20,0.6877148,0.8047698,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
M331T604_POS,331.230234192984,604.186279296875,mz331.226538413035rt657.50028,1,2,17alpha-Hydroxyprogesterone,68-96-2,HMDB0000374,C01176,L0280,(M+H)+,0.6289674,0.9996836,NA,NA,40,0.8664584,0.9164178,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
M333T368_POS,333.074899522368,368.052764892578,mz333.07495286931rt357.2643,1,2,4-PHENYLDECANE,4537-12-6,NA,NA,MassBank_14085,(M-2H+3K)+,8.742827,0.9406825,NA,NA,Unknown_1,0.4388794,0.6270556,massbankDatabase0.0.1,NA,NA,NA
M333T409_POS,333.11502947412,409.452758789062,mz333.115497376571rt398.851968,1,2,Estrone 3-sulfate,481-97-0,HMDB0001425,C02538,L0370,(M+H-H2O)+,0.006558572,1,NA,NA,15,0.4370334,0.6481459,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids
M333T673_POS,333.241919021965,673.363433837891,mz333.242384387994rt634.59696,1,2,21-Hydroxypregnenolone,1164-98-3,HMDB0004026,NA,S0355,(M+H)+,0.13903,0.9999845,NA,NA,15,0.7047915,0.8154889,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M333T706_POS,333.166581214536,705.685729980469,mz333.167110323958rt752.08386,1,2,Spectinomycin,NA,HMDB0015055,C02078,MassBank_18077,(M+H)+,3.65081,0.9893939,NA,NA,10,0.7058335,0.8121687,massbankDatabase0.0.1,Organoheterocyclic compounds,Dioxanes,"1,4-dioxanes"
M335T383_POS,335.066685489832,382.712203979492,mz335.067053094477rt370.607574,1,2,Nicotinamide ribotide,1094-61-7,HMDB0000229,C00455,L0039,(M+H)+,7.857736,0.9518049,NA,NA,10,0.4816277,0.6579441,nistDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyridine nucleotides,Nicotinamide nucleotides
M335T426_NEG,335.134636828005,426.209121704102,mz335.134569496324rt480.076344,1,2,Cyclopiazonic Acid,18172-33-3,NA,C03032,M0939,(M-H)-,13.82626,0.8581878,NA,NA,20,0.6186177,0.7084565,metlinDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indoles
M335T662_POS,335.257506694974,661.968719482422,mz335.258004325441rt688.767,1,2,"5.alpha.-Pregnane-3.alpha.,17-diol-20-one",6890-65-9,NA,NA,NO04427,(M+H)+,0.2391864,0.9999542,NA,NA,20,0.454931,0.6593147,orbitrapDatabase0.0.1,NA,NA,NA
M335T731_2_POS,335.257551504481,730.751220703125,mz335.257964623515rt689.26422,1,2,"5.beta.-Pregnane-3.alpha.,17-diol-20-one",570-52-5,NA,NA,NO04429,(M+H)+,0.3384412,0.9999084,NA,NA,40,0.6204718,0.7627605,orbitrapDatabase0.0.1,NA,NA,NA
M335T816_POS,335.124805219401,815.588317871094,mz335.125236597415rt841.46814,1,2,Benzyl butyl phthalate,85-68-7,NA,C14211,NO03983,(M+Na)+,0.6585065,0.9996532,NA,NA,40,0.4758765,0.6722928,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M336T294_POS,336.070188321009,293.979431152344,mz336.071216244156rt276.98754,1,2,"Benzeneacetonitrile, .alpha.-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)-",305350-87-2,NA,NA,NO04455,(M+H)+,16.20939,0.8104258,NA,NA,10,0.4732391,0.5996841,orbitrapDatabase0.0.1,NA,NA,NA
M337T747_POS,337.104073516233,747.342559814453,mz337.104442738765rt768.6774,1,2,Psoralidin,18642-23-4,HMDB0034050,C10523,NO04489,(M+H)+,6.643153,0.9653108,NA,NA,20,0.5856579,0.72802770000000006,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Isoflavonoids,Coumestans
M337T784_POS,337.074560936228,784.315490722656,mz337.074767537917rt784.01316,1,2,Dicumarol,66-76-2,HMDB0014411,C00796,NO04481,(M+H)+,10.16884,0.9206049,NA,NA,10,0.6063456,0.7241928,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins
M339T475_POS,339.152561253368,474.903549194336,mz339.1538368917rt470.578986,1,2,Bavachinin,19879-30-2,NA,NA,NO04530,(M+H)+,13.15777,0.8706619,NA,NA,20,0.5246473,0.6544028,orbitrapDatabase0.0.1,NA,NA,NA
M339T724_POS,339.177304986882,724.470275878906,mz339.1788051457rt694.41834,1,2,"1H-Indole-3-carboxamide, 1-(5-fluoropentyl)-N-(phenylmethyl)-",1776086-02-2,NA,NA,NO04543,(M+H)+,19.73714,0.7322424,NA,NA,20,0.5650742,0.6277623,orbitrapDatabase0.0.1,NA,NA,NA
M341T446_POS,341.17989854932,446.266937255859,mz341.171667079514rt390.305274,1,2,Tyr-Leu,17355-10-1,NA,NA,NO03437,(M+HCOO+2H)+,2.167699,0.9962479,NA,NA,20,0.4956344,0.6833645,orbitrapDatabase0.0.1,NA,NA,NA
M341T751_POS,341.246973026121,750.986450195312,mz341.247315683243rt773.18424,1,2,"4,5-Epoxy-7Z,10Z,13Z,16Z,19Z-docosapentaenoic acid, methyl ester",121818-29-9,NA,NA,NO05097,(M+H-H2O)+,0.4607919,0.9998302,NA,NA,35,0.4893293,0.6807671,orbitrapDatabase0.0.1,NA,NA,NA
M342T449_POS,342.191283579338,449.236755371094,mz342.191789513922rt402.09261,1,2,"Methanone, [1-(2,2-dimethylpropyl)-1H-indol-3-yl]-1-naphthalenyl-",1427325-47-0,NA,NA,NO04633,(M+H)+,16.22378,0.8101232,NA,NA,20,0.4333859,0.5746624,orbitrapDatabase0.0.1,NA,NA,NA
M342T716_POS,342.263403733589,715.848968505859,mz342.263708726947rt738.81288,1,2,"1-Pyrrolidineheptanoic acid, 2-(3-hydroxyoctyl)-5-oxo-",64054-40-6,NA,NA,NO04645,(M+H)+,0.4781826,0.9998171,NA,NA,10,0.4056256,0.6284474,orbitrapDatabase0.0.1,NA,NA,NA
M343T132_POS,343.161099052995,131.874328613281,mz343.162032555828rt110.668848,1,2,Gly-Pro-Glu,32302-76-4,NA,NA,NO03632,(M+CH3CN+H)+,2.08139,0.9965403,NA,NA,30,0.6796249,0.7984682,orbitrapDatabase0.0.1,NA,NA,NA
M343T438_NEG,343.1396969371,438.237579345703,mz343.139460045477rt465.166458,1,2,Tyr-Tyr,1050-28-8,NA,NA,NO04719,(M-H)-,23.90011,0.6331978,NA,NA,20,0.5878468,0.6048534,orbitrapDatabase0.0.1,NA,NA,NA
M343T531_POS,343.222286654736,531.304046630859,mz343.222731332869rt531.703278,1,2,2.alpha.-Hydroxymethylethisterone,2787-03-3,NA,NA,NO04680,(M+H)+,10.17167,0.9205626,NA,NA,20,0.6182841,0.7316385,orbitrapDatabase0.0.1,NA,NA,NA
M343T541_POS,343.185613722356,541.14013671875,mz343.190273802197rt563.630532,1,2,Aldosterone,52-39-1,HMDB0000037,C01780,S0360,(M+H-H2O)+,0.2404945,0.9999537,NA,NA,65,0.7050249,0.8156232,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M344T534_POS,344.242873897353,533.538665771484,mz344.242998199045rt534.885534,1,2,"Methanone, [1-(5-fluoropentyl)-2-methyl-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",NA,METPA000001,NA,NO04709,(M+H)+,11.4955,0.8996791,NA,NA,10,0.6204234,0.7251443,orbitrapDatabase0.0.1,NA,NA,NA
M346T217_POS,346.054279159816,217.457473754883,mz346.055604329562rt245.200098,1,2,"Guanosine-3',5'-cyclic monophosphate",NA,HMDB0001314,C00942,MONA_14914,(M+H)+,2.174939,0.9962229,NA,NA,HCD (NCE 20-30-40%),0.7205468,0.8239253,monaDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides
M346T335_NEG,346.096469804986,334.779159545898,mz346.088677678079rt306.61227,1,2,Cephalexin,15686-71-2,HMDB0014707,C06895,NO04837,(M-H)-,4.944195,0.9806339,NA,NA,5,0.4022879,0.6191676,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Lactams,Beta lactams
M346T419_POS,346.221821777736,419.049194335938,mz346.223223973816rt427.972674,1,2,"Methanone, [1-(5-fluoropentyl)-6-hydroxy-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",1630022-98-8,NA,NA,NO04786,(M+H)+,13.80993,0.8584976,NA,NA,20,0.5388704,0.6587306,orbitrapDatabase0.0.1,NA,NA,NA
M347T518_POS,347.225371272757,517.981811523438,mz347.222706729342rt545.202426,1,2,21-Deoxycortisol,641-77-0,HMDB0004030,C05497,NO04797,(M+H)+,2.516823,0.9949453,NA,NA,20,0.6882553,0.8032641,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
M347T594_NEG,347.170640382741,593.569519042969,mz347.170794602195rt642.34416,1,2,Enalaprilat,76420-72-9,HMDB0041886,C11720,NO04839,(M-H)-,23.98651,0.6311057,NA,NA,10,0.4893427,0.5425038,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M347T662_POS,347.221208372057,662.19189453125,mz347.221537596143rt645.79548,1,2,Corticosterone,50-22-6,HMDB0001547,C02140,NO04799,(M+H)+,0.4060096,0.9998681,NA,NA,20,0.7535899,0.8459442,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M348T179_POS,348.068618825436,178.50715637207,mz348.071266227879rt138.037398,1,1,AMP (Adenosine 3'-Monophosphate Hydrate),NA,NA,NA,RPLC_40,(M+H)+,2.16557,0.9962553,66.6374,0.7602503,NCE50,0.6462271,0.76224,msDatabase_rplc0.0.1,NA,NA,NA
M348T449_POS,348.237535277577,449.453948974609,mz348.238449542598rt422.276166,1,1,C9:0 AC,NA,NA,NA,RPLC_405,(M+HCOO+2H)+,1.686356,0.9977275,81.06319,0.6665553,NCE50,0.5411203,0.6866309,msDatabase_rplc0.0.1,NA,NA,NA
M349T511_POS,349.236894931343,511.022323608398,mz349.238042962641rt570.406242,1,2,"11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione",566-01-8,HMDB0006757,C05475,NO04857,(M+H)+,1.607407,0.9979351,NA,NA,10,0.4532672,0.6575177,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M349T626_POS,349.236950376736,626.335479736328,mz349.237285563574rt674.1162,1,2,15(R)-Methylprostaglandin A2,96440-68-5,NA,NA,NO04858,(M+H)+,0.2860911,0.9999345,NA,NA,10,0.5458013,0.7161012,orbitrapDatabase0.0.1,NA,NA,NA
M352T413_POS,352.147756047296,413.464233398438,mz352.147854261171rt404.212344,1,2,Lomefloxacin,98079-51-7,HMDB0015113,C07078,NO04916,(M+H)+,2.885653,0.9933605,NA,NA,10,0.5935751,0.7434946,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids
M353T297_POS,353.083787818061,296.593627929688,mz353.085184324252rt293.520042,1,2,4-Methylumbelliferyl beta-D-glucuronide,6160-80-1,NA,C11584,M0704,(M+H)+,3.789189,0.9885794,NA,NA,30,0.4525882,0.6535849,metlinDatabase0.0.1,Phenylpropanoids and polyketides,Coumarins and derivatives,Coumarin glycosides
M354T534_POS,354.226978550824,533.940734863281,mz354.227306951152rt536.543664,1,2,Methysergide,361-37-5,NA,C07199,M0048,(M+H)+,24.26738,0.6242998,NA,NA,20,0.5565047,0.5819279,metlinDatabase0.0.1,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives
M355T724_2_POS,355.262477285892,724.490814208984,mz355.26303704219rt719.03178,1,2,3?-Hydroxy-7 Ketolithocholic Acid,4651-67-6,NA,NA,MONA_18343,(M+H-2H2O)+,0.1816345,0.9999736,NA,NA,20,0.5638463,0.727394,monaDatabase0.0.1,NA,NA,NA
M357T796_POS,357.278202795335,795.6103515625,mz357.278551519728rt759.60612,1,2,Chenodeoxycholate,474-25-9,HMDB0000518,C02528,S0255,(M+H-2H2O)+,0.5212007,0.9997827,NA,NA,50,0.8435102,0.9021124,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
M358T533_2_POS,358.221877179263,532.812438964844,mz358.223272206878rt517.904256,1,2,Farnesylthiosalicylamide,1092521-74-8,NA,NA,NO05081,(M+H)+,8.430517,0.9447274,NA,NA,10,0.5001262,0.6668516,orbitrapDatabase0.0.1,NA,NA,NA
M359T733_POS,359.182343092034,733.335754394531,mz359.182657639823rt757.32774,1,2,Prednisone,NA,HMDB0014773,C07370,MassBank_18070,(M+H)+,6.6559,0.9651799,NA,NA,10,0.6583365,0.7734028,massbankDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M359T786_POS,359.240044937012,785.8427734375,mz359.240084688086rt810.14568,1,2,Pracinostat,929016-96-6,NA,NA,NO05109,(M+H)+,10.28828,0.9188072,NA,NA,10,0.61327,0.7278465,orbitrapDatabase0.0.1,NA,NA,NA
M360T338_2_POS,360.194503874066,337.94319152832,mz360.202723543942rt357.238398,1,1,C10:0 AC (Decanoylcarnitine),1492-27-9,HMDB0000651,NA,RPLC_670,(M-H+2Na)+,20.12864,0.7231564,38.7616,0.9114263,NCE50,0.5899907,0.703641,msDatabase_rplc0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
M360T410_POS,360.126998084236,409.842407226562,mz360.129643282646rt404.263422,1,2,"1H-Indole-6-carboxamide, N-hydroxy-1-[(4-methoxyphenyl)methyl]-",950762-95-5,NA,NA,NO03498,(M+CH3CN+Na)+,5.641793,0.9748576,NA,NA,20,0.4763454,0.6632875,orbitrapDatabase0.0.1,NA,NA,NA
