name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database
M541T527,541.2621655,526.6962891,NA,3,3,Blumenol C O-[rhamnosyl-(1->6)-glucoside],177261-67-5,HMDB0031935,NA,HMDB0031935,(M+Na)+,0.2832528,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M541T779,541.299475,778.5351563,NA,3,3,Dehydrocarpaine II,72362-03-9,HMDB0030273,NA,HMDB0030273,(M-2H+3Na)+,0.7704238,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M542T283,542.247543,283.1320801,NA,3,3,Hydrocortamate,76-47-1,HMDB0014907,NA,HMDB0014907,(M-2H+3Na)+,1.57668,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M542T167,542.1688927,166.8502121,NA,3,3,Lyoniresinol 9'-sulfate,NA,HMDB0039926,NA,HMDB0039926,(M+CH3CN+H)+,0.2577204,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M542T678,542.2953004,677.8781433,NA,3,3,Phenylalanylproline,7669-65-0,HMDB0011177,NA,HMDB0011177,(2M+NH4)+,3.843839,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M542T585,542.295426,585.3545532,NA,3,3,Phenylalanylproline,7669-65-0,HMDB0011177,NA,HMDB0011177,(2M+NH4)+,3.61223,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M542T735,542.2891361,734.791687,NA,3,3,Iloprost,78919-13-8,HMDB0015220,NA,HMDB0015220,(M+CH3CN+Na)+,2.60336,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M542T795,542.3677052,794.8233032,NA,3,3,Frangulanine,25350-22-5,HMDB0030199,C10003,HMDB0030199,(M+CH3CN+H)+,4.334174,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T284_1,542.5822384,283.8404694,NA,2,3,"erythro-8,10-Pentatriacontanediol",193419-80-6,HMDB0031275,NA,HMDB0031275,(M+NH4)+,9.018261,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T284_2,542.9164431,283.8404694,NA,3,3,"{4-[2,3-dioxo-3-(2,4,6-trihydroxy-3-methoxyphenyl)propyl]-2-methoxyphenyl}oxidanesulfonic acid",NA,HMDB0128787,NA,HMDB0128787,(M-2H+3K)+,0.203698,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T116,543.0389997,116.0596085,NA,3,3,Cyclophosphamide,6055-19-2,HMDB0014672,C07888,HMDB0014672,(2M+Na)+,0.1111891,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T276,543.2408084,276.379425,NA,3,3,Withaperuvin H,NA,HMDB0034061,NA,HMDB0034061,(M+H-2H2O)+,0.4514241,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T343,543.2175671,343.4617004,NA,3,3,Myricanol 5-glucoside,90052-02-1,HMDB0036525,NA,HMDB0036525,(M+Na)+,4.749979,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T492,543.2139995,492.3498688,NA,3,3,Kerdlan,NA,HMDB0240277,NA,HMDB0240277,(M-2H+3K)+,0.3350521,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T426,543.204358,425.8633423,NA,3,3,"4a-carboxy-5a-cholesta-8,24-dien-3?-ol",NA,HMDB0062385,NA,HMDB0062385,(M-2H+3K)+,0.5757005,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T740,543.1841648,740.0551758,NA,3,3,"(7'S,8'S)-4,7'-Epoxy-3,8'-bilign-7-ene-3',5-dimethoxy-4',9,9'-triol 4'-glucoside",107870-87-1,HMDB0040636,NA,HMDB0040636,(M+Na)+,0.7418,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T681,543.2803771,681.4207764,NA,3,3,Dipyridamole,58-32-2,HMDB0015110,NA,HMDB0015110,(M+K)+,0.1375128,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T777,543.3312861,777.2200317,NA,3,3,Cucurbitacin C,5988-76-1,HMDB0034706,C08795,HMDB0034706,(M+H-H2O)+,0.6118035,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M543T583,543.2986854,582.6448364,NA,3,3,Absinthin,1362-42-1,HMDB0035742,C09286,HMDB0035742,(M+HCOO+2H)+,6.25142,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M544T336,544.1922666,335.9685211,NA,3,3,Dimethylthiambutene,NA,HMDB0061719,NA,HMDB0061719,(2M+NH4)+,3.886968,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M544T249,544.2360858,249.154808,NA,3,3,Tiropramide,55837-29-1,HMDB0042042,NA,HMDB0042042,(M-H+2K)+,4.030617,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M544T661,544.3109145,661.4811401,NA,3,3,LysoPC(P-18:1(9Z)),NA,HMDB0010408,C04230,HMDB0010408,(M+K)+,10.12365,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M544T757,544.3114955,756.8604126,NA,3,3,LysoPC(P-18:1(9Z)),NA,HMDB0010408,C04230,HMDB0010408,(M+K)+,9.056235,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M544T559,544.3106813,559.4852295,NA,3,3,LysoPC(P-18:1(9Z)),NA,HMDB0010408,C04230,HMDB0010408,(M+K)+,10.55209,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T122,545.0501234,121.9135284,NA,3,3,2-Methoxyacetaminophen sulfate,53446-13-2,HMDB0062550,NA,HMDB0062550,(2M+Na)+,1.088164,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T629,545.1897606,629.1938171,NA,3,3,Lumefantrine,82186-77-4,HMDB0015653,NA,HMDB0015653,(M+NH4)+,1.674331,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T335,545.1952839,334.891194,NA,3,3,"2-(2,4-dihydroxyphenyl)-3-(3,7-dimethylocta-2,6-dien-1-yl)-5,7-dihydroxy-6-(4-hydroxy-3-methylbut-2-en-1-yl)-4H-chromen-4-one",NA,HMDB0129711,NA,HMDB0129711,(M+K)+,2.990607,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T700,545.2262641,700.4834595,NA,3,3,Bargustanine,169626-12-4,HMDB0030505,NA,HMDB0030505,(M+Na)+,0.665133,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T668,545.2887336,668.1080627,NA,3,3,(S)-Verimol F,212516-39-7,HMDB0036558,NA,HMDB0036558,(2M+H)+,1.93551,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T738,545.3144378,737.9523621,NA,3,3,psi-Taraxasteryl acetate,4586-65-6,HMDB0035806,NA,HMDB0035806,(M-H+2K)+,2.554688,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M545T870,545.271741,870.0345459,NA,3,3,Physangulide,131749-58-1,HMDB0037381,NA,HMDB0037381,(M+Na)+,0.8104986,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M546T334,546.1757179,334.2727051,NA,3,3,Dukunolide A,97804-04-1,HMDB0035683,NA,HMDB0035683,(M+CH3CN+Na)+,4.09295,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M546T108,546.2014252,107.8571167,NA,3,3,17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide),NA,HMDB0010358,C11289,HMDB0010358,(M+NH4)+,1.817359,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M546T534,546.2554762,533.9758911,NA,3,3,Taurolithocholic acid 3-sulfate,15324-65-9,HMDB0002580,C03642,HMDB0002580,(M+H-H2O)+,0.2149159,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M546T750,546.3170057,749.5314636,NA,3,3,Tauroursodeoxycholic acid,14605-22-2,HMDB0000874,NA,HMDB0000874,(M+HCOO+2H)+,13.63097,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M546T420,546.1822212,419.9767456,NA,3,3,6-Caffeoylsucrose,NA,HMDB0035486,NA,HMDB0035486,(M+CH3CN+H)+,0.944,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M546T663,546.2901362,663.2192383,NA,3,3,"(3S,7E,9R)-4,7-Megastigmadiene-3,9-diol 9-[apiosyl-(1->6)-glucoside]",NA,HMDB0029766,NA,HMDB0029766,(M+CH3CN+H)+,1.328821,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T282_1,546.5838729,282.3540497,NA,1,3,Iodine,7553-56-2,HMDB0000675,C01382,HMDB0000675,(2M+K)+,5.1213,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T282_2,546.9181632,281.9533997,NA,3,3,lamotrigine-2-N-glucuronide,NA,HMDB0061103,NA,HMDB0061103,(M-2H+3K)+,7.408604,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T424,547.1553427,424.1129913,NA,3,3,"(R)-1-O-[b-D-Glucopyranosyl-(1->6)-b-D-glucopyranoside]-1,3-octanediol",NA,HMDB0032799,NA,HMDB0032799,(M-H+2K)+,0.1534847,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T567,547.2137229,567.0301819,NA,3,3,ID14326,NA,HMDB0060828,NA,HMDB0060828,(M+K)+,0.5278157,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T656,547.3046343,656.4095459,NA,3,3,"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine",133429-88-6,HMDB0002409,NA,HMDB0002409,(M+NH4)+,0.3722735,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T718,547.3046327,718.4570618,NA,3,3,"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine",133429-88-6,HMDB0002409,NA,HMDB0002409,(M+NH4)+,0.3751969,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T541,547.3318547,541.156311,NA,3,3,CE(5:0),3/6/7726,HMDB0003442,C02530,HMDB0003442,(M-H+2K)+,0.6828179,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M547T281,547.2524421,281.2433624,NA,3,3,Caffeoylferuloylspermidine,NA,HMDB0033470,NA,HMDB0033470,(M+CH3CN+Na)+,0.5366865,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T281,547.5866081,280.8504944,NA,1,3,"1,17-Diamino-4,9,13-triazaheptadecane",129225-31-6,HMDB0039492,NA,HMDB0039492,(2M+H)+,1.489828,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T302,548.197765,302.3968506,NA,3,3,Halobetasol Propionate,66852-54-8,HMDB0014734,NA,HMDB0014734,(M+CH3CN+Na)+,1.538166,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T429,548.1819844,428.7155914,NA,3,3,Piperolactam A,112501-42-5,HMDB0033060,NA,HMDB0033060,(2M+NH4)+,0.5435312,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T228,548.1869229,228.1065445,NA,3,3,"6-{[2,2-dimethyl-6-(3-oxo-3-phenylpropyl)-2H-chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",NA,HMDB0125915,NA,HMDB0125915,(M+CH3CN+Na)+,4.030709,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T571,548.2709297,570.7740173,NA,3,3,LysoPC(15:0),NA,HMDB0010381,C04230,HMDB0010381,(M-2H+3Na)+,1.441428,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T658,548.2812342,658.137146,NA,3,3,11-Hydroxyprogesterone 11-glucuronide,77710-64-6,HMDB0010364,NA,HMDB0010364,(M+CH3CN+H)+,7.56658,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T716,548.3067975,716.4141235,NA,3,3,Cinncassiol D2 glucoside,NA,HMDB0034679,NA,HMDB0034679,(M+NH4)+,0.337975,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M548T253,548.2556615,253.1643448,NA,3,3,Anonaine,1862-41-5,HMDB0030348,C09339,HMDB0030348,(2M+NH4)+,2.196132,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T284,549.0513242,283.540863,NA,3,3,Uridine diphosphate glucose,133-89-1,HMDB0000286,C00029,HMDB0000286,(M+H-H2O)+,0.7215646,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T495,548.9503674,494.7085571,NA,3,3,Malathion dicarboxylic acid,NA,HMDB0060636,NA,HMDB0060636,(2M+H)+,7.039893,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T955,549.2367697,955.2483521,NA,3,3,"(1S,16R)-5,7,11-trihydroxy-8,8,12,16-tetramethyl-3-[1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-10-methylidene-17-oxa-4-azabicyclo[14.1.0]heptadec-4-en-9-one",NA,HMDB0127533,NA,HMDB0127533,(M-H+2Na)+,0.5896728,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T115,549.1911115,114.8857727,NA,3,3,Charine,165171-52-8,HMDB0039877,NA,HMDB0039877,(2M+H)+,2.081425,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T653,549.2668094,653.0884399,NA,3,3,Neuromedin N (1-4),NA,HMDB0013021,NA,HMDB0013021,(M-H+2Na)+,1.318791,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T297,549.1965938,297.2075653,NA,3,3,"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phosphate",NA,HMDB0062307,NA,HMDB0062307,(M-2H+3Na)+,0.08520446,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T569,549.2661719,568.7800903,NA,3,3,Neuromedin N (1-4),NA,HMDB0013021,NA,HMDB0013021,(M-H+2Na)+,0.1581528,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T744,549.2664648,743.8376465,NA,3,3,Neuromedin N (1-4),NA,HMDB0013021,NA,HMDB0013021,(M-H+2Na)+,0.6914094,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T497,549.2939707,496.604248,NA,3,3,"N-(Heptan-4-yl)benzo[d][1,3]dioxole-5-carboxamide",745047-51-2,HMDB0032305,NA,HMDB0032305,(2M+Na)+,0.6983765,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M549T392,549.1997084,392.4593811,NA,3,3,"(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid",NA,HMDB0035115,NA,HMDB0035115,(2M+H)+,3.085413,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T392,549.701479,391.6787415,NA,1,3,Chlordecone,NA,HMDB0059603,C01792,HMDB0059603,(M+CH3CN+Na)+,4.070042,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T293_2,550.1741447,292.813797,NA,3,3,"LysoPE(0:0/18:4(6Z,9Z,12Z,15Z))",NA,HMDB0011480,NA,HMDB0011480,(M-H+2K)+,1.464171,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T607,550.2699066,607.169281,NA,3,3,"Docosa-4,7,10,13,16-pentaenoyl carnitine",NA,HMDB0006321,NA,HMDB0006321,(M-H+2K)+,0.540831,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T474,550.2447037,474.1739349,NA,3,3,"2-(6-{2,4-dihydroxy-3-[(1E)-3-methylbut-1-en-1-yl]benzoyl}-5-(2,4-dihydroxyphenyl)-3-(hydroxymethyl)cyclohex-2-en-1-yl)benzene-1,3-diol",NA,HMDB0126468,NA,HMDB0126468,(M+NH4)+,1.97314,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T749,550.2964462,748.5383911,NA,3,3,Dienestrol,84-17-3,HMDB0015027,C08090,HMDB0015027,(2M+NH4)+,2.15622,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T932,550.2401796,932.3115845,NA,3,3,Austalide I,96817-08-2,HMDB0030155,NA,HMDB0030155,(M+CH3CN+Na)+,1.796423,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M550T313,550.2648051,312.6733398,NA,3,3,Austalide D,81543-04-6,HMDB0031140,NA,HMDB0031140,(M+NH4)+,0.1049095,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T268,550.9149058,268.4279785,NA,3,3,C.I. Food Red 1,4548-53-2,HMDB0033383,NA,HMDB0033383,(M-2H+3K)+,0.02458456,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T374,551.0913853,374.1748199,NA,3,3,Silidianin,29782-68-1,HMDB0030584,NA,HMDB0030584,(M-2H+3Na)+,2.065559,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T305,551.2089732,305.2249756,NA,3,3,Demethylphylloquinone,NA,HMDB0004649,C13309,HMDB0004649,(M-2H+3K)+,0.2856485,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T193,551.0551524,193.3227844,NA,3,3,Flupenthixol,2709-56-0,HMDB0015013,NA,HMDB0015013,(M-2H+3K)+,0.9683223,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T662,551.2665914,661.9663391,NA,3,3,Irinotecan,100286-90-6,HMDB0014900,C16641,HMDB0014900,(M+H-2H2O)+,2.460574,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T397,551.2110694,396.8440857,NA,3,3,Ethenodeoxyadenosine,68498-25-9,HMDB0001786,NA,HMDB0001786,(2M+H)+,0.1647028,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T751,551.2829661,751.1516724,NA,3,3,(2E)-N-(4-aminobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enimidic acid,NA,HMDB0139553,C10497,HMDB0139553,(2M+Na)+,2.029673,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T551,551.2162803,550.7353516,NA,3,3,Chlorhexidine,55-56-1,HMDB0015016,C06902,HMDB0015016,(M+HCOO+2H)+,0.5149993,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M551T468,551.2534789,468.2267151,NA,3,3,"(3beta,17alpha,23S,24S)-17,23-Epoxy-3,24,29-trihydroxy-27-norlanost-8-en-15-one",NA,HMDB0035144,NA,HMDB0035144,(M-H+2K)+,0.2642741,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M552T406,552.2143569,405.6723633,NA,3,3,Hydrocortamate,76-47-1,HMDB0014907,NA,HMDB0014907,(M-H+2K)+,3.384285,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M552T619,552.2468014,619.0340881,NA,3,3,Myricatomentoside II,191999-63-0,HMDB0031584,NA,HMDB0031584,(M+NH4)+,5.051129,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M552T323,552.237233,322.5246582,NA,3,3,Amprenavir,161814-49-9,HMDB0014839,C08086,HMDB0014839,(M+HCOO+2H)+,0.4048206,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M552T751,552.2855339,750.829834,NA,3,3,Apomorphine,41372-20-7,HMDB0014852,NA,HMDB0014852,(2M+NH4)+,0.4050188,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T163,552.9570853,162.8751068,NA,3,3,Inosine triphosphate,132-06-9,HMDB0000189,C00081,HMDB0000189,(M-H+2Na)+,10.89516,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T414,553.1866287,413.898468,NA,3,3,6-O-Oleuropeoylsucrose,17651-05-7,HMDB0038117,NA,HMDB0038117,(M-H+2Na)+,0.4745921,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T328,553.198407,328.3959656,NA,3,3,Difluprednate,23674-86-4,HMDB0015676,C12695,HMDB0015676,(M-H+2Na)+,0.2763059,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T501,553.1591586,501.412323,NA,3,3,Glucosylgalactosyl hydroxylysine,32448-35-4,HMDB0000585,NA,HMDB0000585,(M-2H+3Na)+,0.4168493,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T619,553.1955183,619.4767456,NA,3,3,Hydroxyclomipramine glucuronide,NA,HMDB0061147,NA,HMDB0061147,(M+HCOO+2H)+,1.336303,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T317,553.274168,316.5590515,NA,3,3,Hovenine A,52309-78-1,HMDB0030200,NA,HMDB0030200,(M-2H+3Na)+,0.4738121,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T737,553.2939209,736.9042969,NA,3,3,Ixabepilone,219989-84-1,HMDB0015593,NA,HMDB0015593,(M+HCOO+2H)+,0.5824282,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M553T970,553.3894413,969.6654358,NA,3,3,Furohyperforin,219793-20-1,HMDB0033632,NA,HMDB0033632,(M+H)+,1.204443,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T964,554.1754939,963.8809204,NA,3,3,DHAP(6:0),NA,HMDB0011679,NA,HMDB0011679,(2M+NH4)+,1.416374,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T419,554.218465,419.3162842,NA,3,3,Asticolorin B,93376-71-7,HMDB0030134,NA,HMDB0030134,(M+NH4)+,1.915761,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T303,554.1694753,303.278183,NA,3,3,Terconazole,67915-31-5,HMDB0014396,C08080,HMDB0014396,(M+Na)+,0.3969851,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T837,554.1755387,837.4144897,NA,3,3,DHAP(6:0),NA,HMDB0011679,NA,HMDB0011679,(2M+NH4)+,1.335534,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T735,554.2962159,735.3414917,NA,3,3,Kamahine C,144841-11-2,HMDB0038935,NA,HMDB0038935,(2M+NH4)+,0.3038087,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T593,554.2588767,593.1965332,NA,3,3,Aldosterone 18-glucuronide,3604-86-2,HMDB0010345,NA,HMDB0010345,(M+NH4)+,1.416836,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M554T667,554.2438922,666.6659546,NA,3,3,Seryltyrosine,21435-27-8,HMDB0029051,NA,HMDB0029051,(2M+NH4)+,3.339768,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T404,555.0916126,403.595993,NA,3,3,Thalidomide,50-35-1,HMDB0015175,C07910,HMDB0015175,(2M+K)+,0.538585,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T332,555.1448106,331.6080627,NA,3,3,O-Desmethylverapamil (D-702),NA,HMDB0013961,NA,HMDB0013961,(M-2H+3K)+,4.148377,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T785,555.299539,784.6343994,NA,3,3,Lysyl-Methionine,NA,HMDB0028957,NA,HMDB0028957,(2M+H)+,0.3860727,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T516,555.2424729,516.1629028,NA,3,3,"(2E)-N-(4-amino-2,3-dihydroxybutyl)-3-(4-hydroxyphenyl)prop-2-enimidic acid",NA,HMDB0139575,NA,HMDB0139575,(2M+Na)+,0.2543681,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T637,555.2427758,637.3963623,NA,3,3,Phenylalanyl-Threonine,NA,HMDB0029005,NA,HMDB0029005,(2M+Na)+,0.2911375,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T403,555.1284829,403.2860413,NA,3,3,"3-[5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-8-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",NA,HMDB0129219,NA,HMDB0129219,(M+H-H2O)+,0.1417564,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M555T969,555.1759465,969.1521606,NA,3,3,Dioxinoacrimarine A,158182-14-0,HMDB0040769,NA,HMDB0040769,(M+CH3CN+H)+,0.3966616,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M556T373,556.1124884,373.4753418,NA,3,3,"(4-{5,7-dihydroxy-4-oxo-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,4-dihydro-2H-1-benzopyran-2-yl}phenyl)oxidanesulfonic acid",NA,HMDB0124779,NA,HMDB0124779,(M+CH3CN+H)+,1.036585,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M556T171,556.0609142,171.223114,NA,3,3,"7-{3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-4,5-dihydroxyphenyl}-6,11-dihydroxy-3-methyl-2<U+03BB>4,8-dioxatricyclo[7.3.1.05,??]trideca-1,3,5(13),6,9,11-hexaen-2-ylium",NA,HMDB0124748,NA,HMDB0124748,(M+K)+,0.08460224,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M556T789,556.312641,788.7193604,NA,3,3,Capsianoside V,121924-06-9,HMDB0030737,NA,HMDB0030737,(M+CH3CN+H)+,1.875629,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M556T301,556.2715939,300.8393555,NA,3,3,Telmisartan,144701-48-4,HMDB0015101,C07710,HMDB0015101,(M+CH3CN+H)+,1.649691,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M556T506,556.2971949,505.6837616,NA,3,3,Nummularine B,53947-96-9,HMDB0029334,NA,HMDB0029334,(M+H-2H2O)+,9.726511,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M557T696,557.289964,695.7340088,NA,3,3,Perulactone,76994-38-2,HMDB0034392,NA,HMDB0034392,(M+K)+,4.324811,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M557T555,557.2587086,554.5585327,NA,3,3,"1-(13Z,16Z-docosadienoyl)-glycero-3-phosphate",NA,HMDB0062306,NA,HMDB0062306,(M-2H+3Na)+,0.9551237,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T243,557.5911967,243.4682465,NA,3,3,3-Eicosyne,61886-66-6,HMDB0041106,NA,HMDB0041106,(2M+H)+,19.37931,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T273,557.9019483,272.8856506,NA,2,3,Guanosine diphosphate,146-91-8,HMDB0001201,C00035,HMDB0001201,(M-2H+3K)+,4.694246,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T665,558.1859853,665.1621704,NA,3,3,"N,N'-Bis(g-glutamyl)-3,3'-(1,2-propylenedithio)dialanine",NA,HMDB0038667,NA,HMDB0038667,(M+NH4)+,6.985743,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T287,558.2364591,287.2492981,NA,3,3,12-Hydroxy-12-octadecanoylcarnitine,NA,HMDB0013154,NA,HMDB0013154,(M-2H+3K)+,0.6904189,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T537,558.2654504,536.7341003,NA,3,3,Perindoprilat glucuronide,NA,HMDB0060863,NA,HMDB0060863,(M+CH3CN+H)+,0.4650189,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T771,558.3272914,770.9452515,NA,3,3,PA(8:0/13:0),NA,HMDB0115484,NA,HMDB0115484,(M+CH3CN+Na)+,19.04963,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M558T647,558.2905247,647.2582092,NA,3,3,Eriojaposide B,351412-97-0,HMDB0038029,NA,HMDB0038029,(M+CH3CN+H)+,0.6043842,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
