name,mz,rt,MS2.spectrum.name,Candidate.number,Identification,Level
M93T135,93.02623566,135.2778015,mz93.026203814134rt137.422806,1,Compound.name:PHENOL;CAS.ID:NA;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:RPLC_308;Adduct:(M-H)-;mz.error:20.91546;mz.match.score:0.7047125;RT.error:64.59837;RT.match.score:0.7729125;CE:NCE25;SS:0.7150707;Total.score:0.7269416;MS2.spectra.name:mz93.026203814134rt137.422806;Database:msDatabase_rplc0.0.1;Dataset.index:2,1
M633T95,633.206612,94.93408203,NA,3,"Compound.name:Novobiocin;CAS.ID:303-81-1;HMDB.ID:HMDB0015185;KEGG.ID:C05080;Lab.ID:HMDB0015185;Adduct:(M+Na-2H)-;mz.error: 0.00315221;Database:HMDB.metabolite.data{}Compound.name:Chlorin E6;CAS.ID:NA;HMDB.ID:HMDB0059948;KEGG.ID:NA;Lab.ID:HMDB0059948;Adduct:(M+K-2H)-;mz.error: 8.64315675;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{3-hydroxy-4-[5-hydroxy-3-(3-hydroxy-3-methylbutyl)-8,8-dimethyl-4-oxo-4H,8H-pyrano[2,3-f]chromen-2-yl]phenoxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0129415;KEGG.ID:NA;Lab.ID:HMDB0129415;Adduct:(M+F)-;mz.error:12.27221076;Database:HMDB.metabolite.data",3
M633T420,633.1931585,419.6064301,NA,3,"Compound.name:3,4,5-trihydroxy-6-{3-hydroxy-4-[5-hydroxy-7-methoxy-6-(3-methylbut-1-en-1-yl)-3-(3-methylbut-2-en-1-yl)-4-oxo-4H-chromen-2-yl]phenoxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0132648;KEGG.ID:NA;Lab.ID:HMDB0132648;Adduct:(M+Na-2H)-;mz.error:3.503037;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{5-hydroxy-2-[5-hydroxy-7-methoxy-6-(3-methylbut-1-en-1-yl)-3-(3-methylbut-2-en-1-yl)-4-oxo-4H-chromen-2-yl]phenoxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0132649;KEGG.ID:NA;Lab.ID:HMDB0132649;Adduct:(M+Na-2H)-;mz.error:3.503037;Database:HMDB.metabolite.data{}Compound.name:6-{[2-(2,4-dihydroxyphenyl)-7-methoxy-6-(3-methylbut-1-en-1-yl)-3-(3-methylbut-2-en-1-yl)-4-oxo-4H-chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0132650;KEGG.ID:NA;Lab.ID:HMDB0132650;Adduct:(M+Na-2H)-;mz.error:3.503037;Database:HMDB.metabolite.data",3
M634T240,634.0797644,240.3078232,NA,2,Compound.name:Glucosinalbin 4-(4-acetylrhamnoside);CAS.ID:NA;HMDB.ID:HMDB0036939;KEGG.ID:NA;Lab.ID:HMDB0036939;Adduct:(M+Na-2H)-;mz.error:13.32057;Database:HMDB.metabolite.data{}Compound.name:Delphinidin 3-sambubioside;CAS.ID:53158-73-9;HMDB.ID:HMDB0038003;KEGG.ID:NA;Lab.ID:HMDB0038003;Adduct:(M+K-2H)-;mz.error:22.70295;Database:HMDB.metabolite.data,3
M634T95,634.2088647,94.6110611,NA,3,"Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-({2-[3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenyl]-1-(2,4-dihydroxyphenyl)-2-hydroxyethyl}sulfanyl)ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0125574;KEGG.ID:NA;Lab.ID:HMDB0125574;Adduct:(M-H)-;mz.error:2.025363;Database:HMDB.metabolite.data{}Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-({1-[3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenyl]-2-(2,4-dihydroxyphenyl)-2-hydroxyethyl}sulfanyl)ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0125575;KEGG.ID:NA;Lab.ID:HMDB0125575;Adduct:(M-H)-;mz.error:2.025363;Database:HMDB.metabolite.data{}Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(1-{4-[(E)-2-(2,4-dihydroxyphenyl)ethenyl]-2,6-dihydroxyphenyl}-3-hydroxy-3-methylbutan-2-yl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0125579;KEGG.ID:NA;Lab.ID:HMDB0125579;Adduct:(M-H)-;mz.error:2.025363;Database:HMDB.metabolite.data",3
M635T429,635.1687634,429.0175476,NA,3,"Compound.name:Musanolone F;CAS.ID:173560-66-2;HMDB.ID:HMDB0041451;KEGG.ID:NA;Lab.ID:HMDB0041451;Adduct:(2M-H)-;mz.error:3.706845;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{3-hydroxy-4-[5-hydroxy-3-(3-hydroxy-3-methylbutyl)-8,8-dimethyl-4-oxo-4H,8H-pyrano[2,3-f]chromen-2-yl]phenoxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0129415;KEGG.ID:NA;Lab.ID:HMDB0129415;Adduct:(M+Na-2H)-;mz.error:9.253848;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{5-hydroxy-2-[5-hydroxy-3-(3-hydroxy-3-methylbutyl)-8,8-dimethyl-4-oxo-4H,8H-pyrano[2,3-f]chromen-2-yl]phenoxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0129416;KEGG.ID:NA;Lab.ID:HMDB0129416;Adduct:(M+Na-2H)-;mz.error:9.253848;Database:HMDB.metabolite.data",3
M635T252,635.2200441,252.0370026,NA,3,"Compound.name:4',7-Di-O-methylcatechin;CAS.ID:105330-66-3;HMDB.ID:HMDB0030663;KEGG.ID:NA;Lab.ID:HMDB0030663;Adduct:(2M-H)-;mz.error:10.49634;Database:HMDB.metabolite.data{}Compound.name:2-(7-hydroxy-6-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-5-methoxybenzene-1,4-diol;CAS.ID:NA;HMDB.ID:HMDB0125012;KEGG.ID:NA;Lab.ID:HMDB0125012;Adduct:(2M-H)-;mz.error:10.49636;Database:HMDB.metabolite.data{}Compound.name:3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxy-3-methoxyphenyl)propan-1-one;CAS.ID:NA;HMDB.ID:HMDB0126067;KEGG.ID:NA;Lab.ID:HMDB0126067;Adduct:(2M-H)-;mz.error:10.49636;Database:HMDB.metabolite.data",3
M635T335,635.1951512,334.990097,NA,3,Compound.name:trans-delta-Viniferin 3''-glucoside;CAS.ID:328090-92-2;HMDB.ID:HMDB0036366;KEGG.ID:NA;Lab.ID:HMDB0036366;Adduct:(M+F)-;mz.error:2.816983;Database:HMDB.metabolite.data{}Compound.name:trans-delta-Viniferin 3'''-glucoside;CAS.ID:328090-94-4;HMDB.ID:HMDB0036367;KEGG.ID:NA;Lab.ID:HMDB0036367;Adduct:(M+F)-;mz.error:2.816983;Database:HMDB.metabolite.data{}Compound.name:Pallidol 3-glucoside;CAS.ID:NA;HMDB.ID:HMDB0036569;KEGG.ID:NA;Lab.ID:HMDB0036569;Adduct:(M+F)-;mz.error:2.816983;Database:HMDB.metabolite.data,3
M636T335,636.1983443,334.6759033,NA,3,Compound.name:Camellianin A;CAS.ID:109232-77-1;HMDB.ID:HMDB0029908;KEGG.ID:NA;Lab.ID:HMDB0029908;Adduct:(M+NH4-2H)-;mz.error: 7.73964;Database:HMDB.metabolite.data{}Compound.name:Gluten exorphin A5;CAS.ID:NA;HMDB.ID:HMDB0059793;KEGG.ID:NA;Lab.ID:HMDB0059793;Adduct:(M+K-2H)-;mz.error:14.74932;Database:HMDB.metabolite.data{}Compound.name:Garcilivin A;CAS.ID:136364-57-3;HMDB.ID:HMDB0038936;KEGG.ID:NA;Lab.ID:HMDB0038936;Adduct:(M+NH4-2H)-;mz.error:16.97141;Database:HMDB.metabolite.data,3
M636T571,636.3017074,571.3417969,NA,1,Compound.name:1-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol;CAS.ID:NA;HMDB.ID:HMDB0062722;KEGG.ID:NA;Lab.ID:HMDB0062722;Adduct:(M+NH4-2H)-;mz.error:21.61964;Database:HMDB.metabolite.data,3
M637T560,637.2136077,559.5139771,NA,3,"Compound.name:Salbutamol 4-O-sulfate;CAS.ID:NA;HMDB.ID:HMDB0060604;KEGG.ID:NA;Lab.ID:HMDB0060604;Adduct:(2M-H)-;mz.error: 4.694661;Database:HMDB.metabolite.data{}Compound.name:2-cyano-N,N-diethyl-3-(4-hydroxy-3-methoxy-5-nitrophenyl)prop-2-enamide;CAS.ID:NA;HMDB.ID:HMDB0142237;KEGG.ID:NA;Lab.ID:HMDB0142237;Adduct:(2M-H)-;mz.error:19.983280;Database:HMDB.metabolite.data{}Compound.name:Aspartyl-Tryptophan;CAS.ID:NA;HMDB.ID:HMDB0028764;KEGG.ID:NA;Lab.ID:HMDB0028764;Adduct:(2M-H)-;mz.error:19.983311;Database:HMDB.metabolite.data",3
M637T647,637.2168261,646.6804199,NA,3,"Compound.name:Salbutamol 4-O-sulfate;CAS.ID:NA;HMDB.ID:HMDB0060604;KEGG.ID:NA;Lab.ID:HMDB0060604;Adduct:(2M-H)-;mz.error: 9.745352;Database:HMDB.metabolite.data{}Compound.name:2-cyano-N,N-diethyl-3-(4-hydroxy-3-methoxy-5-nitrophenyl)prop-2-enamide;CAS.ID:NA;HMDB.ID:HMDB0142237;KEGG.ID:NA;Lab.ID:HMDB0142237;Adduct:(2M-H)-;mz.error:14.932465;Database:HMDB.metabolite.data{}Compound.name:Aspartyl-Tryptophan;CAS.ID:NA;HMDB.ID:HMDB0028764;KEGG.ID:NA;Lab.ID:HMDB0028764;Adduct:(2M-H)-;mz.error:14.932496;Database:HMDB.metabolite.data",3
M637T753,637.3222682,752.5127258,NA,1,Compound.name:Goshonoside F6;CAS.ID:138614-60-5;HMDB.ID:HMDB0038542;KEGG.ID:NA;Lab.ID:HMDB0038542;Adduct:(M+Na-2H)-;mz.error:2.653402;Database:HMDB.metabolite.data,3
M638T562,638.2176584,561.7234497,NA,3,"Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(2-{3,5-dihydroxy-4-[(1E)-3-methylbut-1-en-1-yl]phenyl}-2-hydroxy-1-(4-hydroxyphenyl)ethyl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0129016;KEGG.ID:NA;Lab.ID:HMDB0129016;Adduct:(M+F)-;mz.error:1.891482;Database:HMDB.metabolite.data{}Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(1-{3,5-dihydroxy-4-[(1E)-3-methylbut-1-en-1-yl]phenyl}-2-hydroxy-2-(4-hydroxyphenyl)ethyl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0129017;KEGG.ID:NA;Lab.ID:HMDB0129017;Adduct:(M+F)-;mz.error:1.891482;Database:HMDB.metabolite.data{}Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(1-{2,6-dihydroxy-4-[(E)-2-(4-hydroxyphenyl)ethenyl]phenyl}-2-hydroxy-3-methylbutyl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0129021;KEGG.ID:NA;Lab.ID:HMDB0129021;Adduct:(M+F)-;mz.error:1.891482;Database:HMDB.metabolite.data",3
M638T665,638.3118622,664.9987183,NA,2,Compound.name:Glycylalanylprolylmethionylphenylalanylvalinamide;CAS.ID:115525-99-0;HMDB.ID:HMDB0033241;KEGG.ID:NA;Lab.ID:HMDB0033241;Adduct:(M+F)-;mz.error: 3.510348;Database:HMDB.metabolite.data{}Compound.name:Isotetrandrine;CAS.ID:477-57-6;HMDB.ID:HMDB0030174;KEGG.ID:C17060;Lab.ID:HMDB0030174;Adduct:(M+NH4-2H)-;mz.error:18.368585;Database:HMDB.metabolite.data,3
M638T427,638.1718993,427.0835266,NA,3,"Compound.name:3,4,5-trihydroxy-6-{[5-hydroxy-2-(4-methoxyphenyl)-4-oxo-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-7-yl]oxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127108;KEGG.ID:NA;Lab.ID:HMDB0127108;Adduct:(M+NH4-2H)-;mz.error:1.230994;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{[7-hydroxy-2-(4-methoxyphenyl)-4-oxo-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-5-yl]oxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127109;KEGG.ID:NA;Lab.ID:HMDB0127109;Adduct:(M+NH4-2H)-;mz.error:1.230994;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-(4-{5-hydroxy-7-methoxy-4-oxo-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-2-yl}phenoxy)oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127137;KEGG.ID:NA;Lab.ID:HMDB0127137;Adduct:(M+NH4-2H)-;mz.error:1.230994;Database:HMDB.metabolite.data",3
M639T189,639.1411037,189.4577026,NA,3,"Compound.name:6-{[6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127331;KEGG.ID:NA;Lab.ID:HMDB0127331;Adduct:(M+F)-;mz.error:6.992005;Database:HMDB.metabolite.data{}Compound.name:6-{[6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127332;KEGG.ID:NA;Lab.ID:HMDB0127332;Adduct:(M+F)-;mz.error:6.992005;Database:HMDB.metabolite.data{}Compound.name:6-{4-[6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-5,7-dihydroxy-4-oxo-4H-chromen-2-yl]-2-methoxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127333;KEGG.ID:NA;Lab.ID:HMDB0127333;Adduct:(M+F)-;mz.error:6.992005;Database:HMDB.metabolite.data",3
M639T632,639.2624002,631.5925903,NA,2,Compound.name:Formylfusarochromanone;CAS.ID:136685-28-4;HMDB.ID:HMDB0038970;KEGG.ID:NA;Lab.ID:HMDB0038970;Adduct:(2M-H)-;mz.error: 7.419989;Database:HMDB.metabolite.data{}Compound.name:Enoxacin;CAS.ID:74011-58-8;HMDB.ID:HMDB0014610;KEGG.ID:C06979;Lab.ID:HMDB0014610;Adduct:(2M-H)-;mz.error:19.965088;Database:HMDB.metabolite.data,3
M640T601,640.2358636,601.1344604,NA,3,Compound.name:Neocasomorphin (1-5);CAS.ID:NA;HMDB.ID:HMDB0060144;KEGG.ID:NA;Lab.ID:HMDB0060144;Adduct:(M+K-2H)-;mz.error: 4.942452;Database:HMDB.metabolite.data{}Compound.name:Acteoside;CAS.ID:61276-17-3;HMDB.ID:HMDB0034843;KEGG.ID:C10501;Lab.ID:HMDB0034843;Adduct:(M+NH4-2H)-;mz.error:17.404708;Database:HMDB.metabolite.data{}Compound.name:Isoacteoside;CAS.ID:61303-13-7;HMDB.ID:HMDB0041025;KEGG.ID:NA;Lab.ID:HMDB0041025;Adduct:(M+NH4-2H)-;mz.error:17.404708;Database:HMDB.metabolite.data,3
M640T734,640.3333768,733.534668,NA,2,"Compound.name:(3a,5b,7a,12a)-24-[(carboxymethyl)amino]-1,12-dihydroxy-24-oxocholan-3-yl-b-D-Glucopyranosiduronic acid;CAS.ID:99794-78-2;HMDB.ID:HMDB0002472;KEGG.ID:NA;Lab.ID:HMDB0002472;Adduct:(M-H)-;mz.error:0.7016673;Database:HMDB.metabolite.data{}Compound.name:Neferine;CAS.ID:2292-16-2;HMDB.ID:HMDB0034104;KEGG.ID:NA;Lab.ID:HMDB0034104;Adduct:(M+NH4-2H)-;mz.error:9.1520296;Database:HMDB.metabolite.data",3
M640T624,640.3332773,624.425354,NA,2,"Compound.name:(3a,5b,7a,12a)-24-[(carboxymethyl)amino]-1,12-dihydroxy-24-oxocholan-3-yl-b-D-Glucopyranosiduronic acid;CAS.ID:99794-78-2;HMDB.ID:HMDB0002472;KEGG.ID:NA;Lab.ID:HMDB0002472;Adduct:(M-H)-;mz.error:0.8570553;Database:HMDB.metabolite.data{}Compound.name:Neferine;CAS.ID:2292-16-2;HMDB.ID:HMDB0034104;KEGG.ID:NA;Lab.ID:HMDB0034104;Adduct:(M+NH4-2H)-;mz.error:9.3074188;Database:HMDB.metabolite.data",3
M641T501,641.1909524,501.3696548,NA,3,"Compound.name:L-L-Homoglutathione;CAS.ID:18710-27-5;HMDB.ID:HMDB0029395;KEGG.ID:NA;Lab.ID:HMDB0029395;Adduct:(2M-H)-;mz.error:1.028851;Database:HMDB.metabolite.data{}Compound.name:Cepharadione B;CAS.ID:55610-02-1;HMDB.ID:HMDB0030391;KEGG.ID:NA;Lab.ID:HMDB0030391;Adduct:(2M-H)-;mz.error:3.062342;Database:HMDB.metabolite.data{}Compound.name:7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,5-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})-1<U+03BB>4-chromen-1-ylium;CAS.ID:NA;HMDB.ID:HMDB0125110;KEGG.ID:NA;Lab.ID:HMDB0125110;Adduct:(M+NH4-2H)-;mz.error:7.266171;Database:HMDB.metabolite.data",3
M641T397,641.1299406,396.917099,NA,3,"Compound.name:Beta-Citryl-L-glutamic acid;CAS.ID:69281-09-0;HMDB.ID:HMDB0013220;KEGG.ID:NA;Lab.ID:HMDB0013220;Adduct:(2M-H)-;mz.error:3.042769;Database:HMDB.metabolite.data{}Compound.name:Ferrocytochrome;CAS.ID:1818-68-4;HMDB.ID:HMDB0012947;KEGG.ID:C05183;Lab.ID:HMDB0012947;Adduct:(M+K-2H)-;mz.error:8.027390;Database:HMDB.metabolite.data{}Compound.name:Myricetin 3,3'-digalactoside;CAS.ID:28454-81-1;HMDB.ID:HMDB0037850;KEGG.ID:NA;Lab.ID:HMDB0037850;Adduct:(M-H)-;mz.error:9.317231;Database:HMDB.metabolite.data",3
M641T734,641.3363867,734.135376,NA,3,"Compound.name:(1alpha,3beta,20S,22R,24S,25S)-Pubescenin;CAS.ID:100217-93-4;HMDB.ID:HMDB0030011;KEGG.ID:NA;Lab.ID:HMDB0030011;Adduct:(M+Na-2H)-;mz.error: 8.792291;Database:HMDB.metabolite.data{}Compound.name:Physagulin D;CAS.ID:146713-92-0;HMDB.ID:HMDB0041049;KEGG.ID:NA;Lab.ID:HMDB0041049;Adduct:(M+Na-2H)-;mz.error: 8.792291;Database:HMDB.metabolite.data{}Compound.name:3-Epipapyriferic acid;CAS.ID:151890-02-7;HMDB.ID:HMDB0040498;KEGG.ID:NA;Lab.ID:HMDB0040498;Adduct:(M+K-2H)-;mz.error:15.174670;Database:HMDB.metabolite.data",3
M641T182,641.2040897,182.4647446,NA,3,"Compound.name:S-Glutaryldihydrolipoamide;CAS.ID:NA;HMDB.ID:HMDB0006832;KEGG.ID:C06157;Lab.ID:HMDB0006832;Adduct:(2M-H)-;mz.error: 3.601845;Database:HMDB.metabolite.data{}Compound.name:6-Hydroxysandoricin;CAS.ID:133585-56-5;HMDB.ID:HMDB0037556;KEGG.ID:NA;Lab.ID:HMDB0037556;Adduct:(M+K-2H)-;mz.error: 5.478686;Database:HMDB.metabolite.data{}Compound.name:11-[(2R)-3-[2-amino-3-methyl-4-(2-methyl-1,3-thiazol-4-yl)but-3-en-1-yl]-2-methyloxiran-2-yl]-3-hydroxy-4,4,6,8-tetramethyl-5-oxo-7-(sulfooxy)undecanoic acid;CAS.ID:NA;HMDB.ID:HMDB0127547;KEGG.ID:NA;Lab.ID:HMDB0127547;Adduct:(M+K-2H)-;mz.error:10.396607;Database:HMDB.metabolite.data",3
M641T625,641.336375,624.5045471,NA,3,"Compound.name:(1alpha,3beta,20S,22R,24S,25S)-Pubescenin;CAS.ID:100217-93-4;HMDB.ID:HMDB0030011;KEGG.ID:NA;Lab.ID:HMDB0030011;Adduct:(M+Na-2H)-;mz.error: 8.774048;Database:HMDB.metabolite.data{}Compound.name:Physagulin D;CAS.ID:146713-92-0;HMDB.ID:HMDB0041049;KEGG.ID:NA;Lab.ID:HMDB0041049;Adduct:(M+Na-2H)-;mz.error: 8.774048;Database:HMDB.metabolite.data{}Compound.name:3-Epipapyriferic acid;CAS.ID:151890-02-7;HMDB.ID:HMDB0040498;KEGG.ID:NA;Lab.ID:HMDB0040498;Adduct:(M+K-2H)-;mz.error:15.192913;Database:HMDB.metabolite.data",3
M642T181,642.2074717,181.2702942,NA,3,"Compound.name:7-Hydroxy-1,4,5-trimethoxyxanthone 7-O-[b-D-glucosyl-(1->2)-b-D-galactoside];CAS.ID:258885-35-7;HMDB.ID:HMDB0036014;KEGG.ID:NA;Lab.ID:HMDB0036014;Adduct:(M+NH4-2H)-;mz.error:5.429180;Database:HMDB.metabolite.data{}Compound.name:5-Methyleriodictyol 7-[glucosyl-(1->4)-galactoside];CAS.ID:114454-39-6;HMDB.ID:HMDB0040470;KEGG.ID:NA;Lab.ID:HMDB0040470;Adduct:(M+NH4-2H)-;mz.error:5.429180;Database:HMDB.metabolite.data{}Compound.name:2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-({4-hydroxy-6-[3-(4-hydroxyphenyl)-3-oxopropyl]-5-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-3-yl}sulfanyl)ethyl}-C-hydroxycarbonimidoyl)butanoic acid;CAS.ID:NA;HMDB.ID:HMDB0125909;KEGG.ID:NA;Lab.ID:HMDB0125909;Adduct:(M-H2O-H)-;mz.error:8.032547;Database:HMDB.metabolite.data",3
M642T97,642.1645946,96.87204742,NA,3,"Compound.name:5,7-dihydroxy-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2-(2,4,5-trihydroxyphenyl)-4H-chromen-4-one;CAS.ID:NA;HMDB.ID:HMDB0126974;KEGG.ID:NA;Lab.ID:HMDB0126974;Adduct:(M+NH4-2H)-;mz.error:4.679339;Database:HMDB.metabolite.data{}Compound.name:6-{4-[(2,4-dihydroxy-3-oxo-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2,3-dihydro-1-benzofuran-2-yl)methyl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0133550;KEGG.ID:NA;Lab.ID:HMDB0133550;Adduct:(M+NH4-2H)-;mz.error:4.679339;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-({2-hydroxy-2-[(4-hydroxyphenyl)methyl]-3-oxo-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2,3-dihydro-1-benzofuran-4-yl}oxy)oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0133551;KEGG.ID:NA;Lab.ID:HMDB0133551;Adduct:(M+NH4-2H)-;mz.error:4.679339;Database:HMDB.metabolite.data",3
M642T624,642.3382582,623.6446838,NA,1,Compound.name:Buprenorphine glucuronide;CAS.ID:NA;HMDB.ID:HMDB0060928;KEGG.ID:NA;Lab.ID:HMDB0060928;Adduct:(M-H)-;mz.error:15.4302;Database:HMDB.metabolite.data,3
M642T745,642.3566834,745.2411499,NA,1,Compound.name:Mucronine D;CAS.ID:38496-00-3;HMDB.ID:HMDB0029335;KEGG.ID:C10009;Lab.ID:HMDB0029335;Adduct:(M-H2O-H)-;mz.error:14.55732;Database:HMDB.metabolite.data,3
M643T754,643.3692214,753.8223267,NA,3,Compound.name:PA(10:0/19:0);CAS.ID:NA;HMDB.ID:HMDB0114775;KEGG.ID:NA;Lab.ID:HMDB0114775;Adduct:(M+K-2H)-;mz.error:8.447073;Database:HMDB.metabolite.data{}Compound.name:PA(15:0/14:0);CAS.ID:NA;HMDB.ID:HMDB0114812;KEGG.ID:NA;Lab.ID:HMDB0114812;Adduct:(M+K-2H)-;mz.error:8.447073;Database:HMDB.metabolite.data{}Compound.name:PA(21:0/8:0);CAS.ID:NA;HMDB.ID:HMDB0115236;KEGG.ID:NA;Lab.ID:HMDB0115236;Adduct:(M+K-2H)-;mz.error:8.447073;Database:HMDB.metabolite.data,3
M643T630,643.33402,629.8287659,NA,3,Compound.name:Capsianoside IV;CAS.ID:121924-05-8;HMDB.ID:HMDB0030736;KEGG.ID:NA;Lab.ID:HMDB0030736;Adduct:(M-H)-;mz.error:0.8211131;Database:HMDB.metabolite.data{}Compound.name:Goshonoside F3;CAS.ID:90851-26-6;HMDB.ID:HMDB0038376;KEGG.ID:NA;Lab.ID:HMDB0038376;Adduct:(M-H)-;mz.error:0.8211131;Database:HMDB.metabolite.data{}Compound.name:Dabigatran etexilate;CAS.ID:211915-06-9;HMDB.ID:HMDB0015641;KEGG.ID:NA;Lab.ID:HMDB0015641;Adduct:(M+NH4-2H)-;mz.error:3.4157326;Database:HMDB.metabolite.data,3
M643T541,643.3694003,540.9866943,NA,3,Compound.name:PA(10:0/19:0);CAS.ID:NA;HMDB.ID:HMDB0114775;KEGG.ID:NA;Lab.ID:HMDB0114775;Adduct:(M+K-2H)-;mz.error:8.169004;Database:HMDB.metabolite.data{}Compound.name:PA(15:0/14:0);CAS.ID:NA;HMDB.ID:HMDB0114812;KEGG.ID:NA;Lab.ID:HMDB0114812;Adduct:(M+K-2H)-;mz.error:8.169004;Database:HMDB.metabolite.data{}Compound.name:PA(21:0/8:0);CAS.ID:NA;HMDB.ID:HMDB0115236;KEGG.ID:NA;Lab.ID:HMDB0115236;Adduct:(M+K-2H)-;mz.error:8.169004;Database:HMDB.metabolite.data,3
